"","PLOT","REP","INSTN","NTP","LB1","LB2","LB3","LB4","LB5","LB6","LB7","LB8","AUDPC","rAUDPC","SAUDPC"
"1","1","1","CIP395011.2",10,0,1,1,5,20,35,45,70,995.5,0.191442307692308,1.7
"2","2","1","CIP393385.39",10,0,0,0,1,8,45,70,80,1148,0.220769230769231,1.9
"3","3","1","CIP392634.49",10,0,0,0,1,3,10,20,40,378,0.0726923076923077,0.6
"4","4","1","CIP393077.159",10,0,1,1,1,2,8,15,30,302.5,0.0581730769230769,0.5
"5","5","1","Cooperation88",10,0,4,5,25,30,50,75,90,1644,0.316153846153846,2.8
"6","6","1","CIP304387.39",10,0,55,95,100,100,100,100,100,4282.5,0.823557692307692,7.2
"7","7","1","CIP381381.9",10,0,20,40,55,60,80,95,100,2830,0.544230769230769,4.8
"8","8","1","CIP398208.620",10,0,0,0,0,0,5,20,40,315,0.0605769230769231,0.5
"9","9","1","CIP395123.6",10,0,0,0,0,0,1,3,10,63,0.0121153846153846,0.1
"10","10","1","CIP397055.2",10,0,50,80,100,100,100,100,100,4135,0.795192307692308,7
"11","11","1","CIP395017.14",10,0,0,0,0,0,2,3,15,87.5,0.0168269230769231,0.1
"12","12","1","CIP398098.203",10,0,0,0,0,0,2,2,20,98,0.0188461538461538,0.2
"13","13","1","CIP399085.30",10,0,1,2,2,3,3,3,10,134.5,0.0258653846153846,0.2
"14","14","1","CIP301055.53",10,0,5,20,50,55,75,85,95,2370,0.455769230769231,4
"15","15","1","CIP387164.4",10,0,0,0,1,1,2,5,20,133,0.0255769230769231,0.2
"16","16","1","CIP398190.200",10,0,0,0,0,0,1,5,20,112,0.0215384615384615,0.2
"17","17","1","CIP391011.17",10,0,0,0,1,1,10,15,35,311.5,0.0599038461538462,0.5
"18","18","1","CIP398193.158",10,3,1,3,20,25,35,65,75,1322,0.254230769230769,2.2
"19","19","1","CIP397006.18",10,0,80,100,100,100,100,100,100,4530,0.871153846153846,7.6
"20","20","1","CIP399049.14",10,0,25,25,10,10,15,15,20,807.5,0.155288461538462,1.4
"21","21","1","CIP391583.25",10,0,0,0,0,5,10,20,50,420,0.0807692307692308,0.7
"22","22","1","CIP390637.1",10,1,10,25,55,70,85,95,100,2750,0.528846153846154,4.6
"23","23","1","CIP394904.20",10,0,0,1,1,1,8,25,70,497,0.0955769230769231,0.8
"24","24","1","CIP398098.65",10,0,40,50,55,60,60,70,85,2702.5,0.519711538461539,4.5
"25","25","1","CIP398098.570",10,0,0,1,3,10,55,70,90,1288,0.247692307692308,2.2
"26","26","1","CIP394899.5",10,0,0,1,1,15,70,85,95,1536.5,0.295480769230769,2.6
"27","27","1","CIP300055.32",10,0,0,1,1,30,80,93,95,1767.5,0.339903846153846,3
"28","28","1","CIP397065.2",10,2,50,60,90,95,98,100,100,3886,0.747307692307692,6.5
"29","29","1","CIP301024.95",10,0,0,1,10,15,25,40,70,882,0.169615384615385,1.5
"30","30","1","CIP393083.2",10,0,0,0,0,1,10,18,40,343,0.0659615384615385,0.6
"31","31","1","CIP398208.33",10,0,15,20,60,65,80,100,100,2752.5,0.529326923076923,4.6
"32","32","1","CIP391047.34",10,0,0,1,3,3,10,25,50,469,0.0901923076923077,0.8
"33","33","1","CIP395111.13",10,0,0,0,0,0,0,0,0,0,0,0
"34","34","1","CIP300054.29",10,5,80,100,100,100,100,100,100,4555,0.875961538461538,7.7
"35","35","1","CIP398180.144",10,0,2,2,5,20,72,85,95,1637.5,0.314903846153846,2.8
"36","36","1","CIP391004.18",10,0,15,15,60,60,60,70,85,2280,0.438461538461538,3.8
"37","37","1","CIP391207.2",10,0,30,60,90,95,100,100,100,3720,0.715384615384615,6.3
"38","38","1","CIP398192.553",10,0,1,1,1,5,10,25,45,460,0.0884615384615385,0.8
"39","39","1","CIP395096.2",10,0,1,1,1,5,10,40,70,652.5,0.125480769230769,1.1
"40","40","1","CIP395037.107",10,0,3,2,3,5,8,10,35,344,0.0661538461538462,0.6
"41","41","1","CIP397079.6",10,0,50,55,95,95,98,100,100,3876,0.745384615384615,6.5
"42","42","1","CIP397079.26",10,1,15,15,30,35,60,93,98,2106.5,0.405096153846154,3.5
"43","43","1","CIP395448.1",10,0,0,1,1,1,3,10,25,199.5,0.0383653846153846,0.3
"44","44","1","CIP395017.229",10,0,0,0,0,1,2,5,20,126,0.0242307692307692,0.2
"45","45","1","CIP300066.11",10,1,40,60,95,95,100,100,100,3845,0.739423076923077,6.5
"46","46","1","CIP395112.19",10,0,3,5,5,5,8,8,20,312.5,0.0600961538461538,0.5
"47","47","1","CIP397067.2",10,0,95,100,100,100,100,100,100,4657.5,0.895673076923077,7.8
"48","48","1","CIP397077.16",10,0,85,95,99,100,100,100,100,4530.5,0.87125,7.6
"49","49","1","CIP392821.1",10,0,0,1,1,10,60,85,95,1431.5,0.275288461538462,2.4
"50","50","1","CIP385499.11",10,0,50,90,100,100,100,100,100,4205,0.808653846153846,7.1
"51","51","1","CIP396023.109",10,0,0,0,0,1,5,40,70,567,0.109038461538462,1
"52","52","1","CIP393615.6",10,0,10,15,55,60,75,85,90,2430,0.467307692307692,4.1
"53","53","1","CIP396004.225",10,0,10,25,75,85,88,95,100,3011,0.579038461538462,5.1
"54","54","1","CIP301044.36",10,0,5,35,65,75,93,100,100,2968.5,0.570865384615385,5
"55","55","1","CIP393280.64",10,0,1,20,20,20,25,25,60,988.5,0.190096153846154,1.7
"56","56","1","CIP391065.81",10,0,0,0,0,1,20,50,65,724.5,0.139326923076923,1.2
"57","57","1","CIP399053.11",10,0,1,1,1,1,3,3,5,89,0.0171153846153846,0.1
"58","58","1","CIP398208.219",10,0,15,25,70,70,80,95,100,2857.5,0.549519230769231,4.8
"59","59","1","CIP304350.95",10,40,100,100,100,100,100,100,100,4900,0.942307692307692,8.2
"60","60","1","CIP394900.1",10,0,95,100,100,100,100,100,100,4657.5,0.895673076923077,7.8
"61","61","1","CIP374080.5",10,0,0,1,2,2,2,5,25,171.5,0.0329807692307692,0.3
"62","62","1","CIP399072.28",10,0,0,0,0,0,0,5,15,87.5,0.0168269230769231,0.1
"63","63","1","CIP300101.11",10,0,80,90,90,95,98,100,100,4341,0.834807692307692,7.3
"64","64","1","CIP393613.2",10,0,80,90,90,95,98,100,100,4341,0.834807692307692,7.3
"65","65","1","CIP398192.592",10,0,1,1,5,10,40,60,80,1100.5,0.211634615384615,1.9
"66","66","1","CIP300048.12",10,0,85,100,100,100,100,100,100,4572.5,0.879326923076923,7.7
"67","67","1","CIP395436.8",10,0,10,15,70,80,90,100,100,2920,0.561538461538462,4.9
"68","68","1","CIP396009.258",10,0,10,10,10,15,35,60,75,1257.5,0.241826923076923,2.1
"69","69","1","CIP396180.22",10,0,80,85,85,90,95,100,100,4215,0.810576923076923,7.1
"70","70","1","CIP396063.1",10,0,0,0,0,1,8,38,60,539,0.103653846153846,0.9
"71","71","1","CIP393349.68",10,0,0,0,0,1,8,38,60,539,0.103653846153846,0.9
"72","72","1","CIP398180.612",10,0,0,0,0,1,8,25,50,413,0.0794230769230769,0.7
"73","73","1","CIP399083.4",10,0,10,10,10,10,12,15,50,659,0.126730769230769,1.1
"74","74","1","CIP394600.52",10,0,8,10,30,50,75,90,100,2203,0.423653846153846,3.7
"75","75","1","CIP399049.16",10,0,3,5,5,5,5,5,5,218,0.0419230769230769,0.4
"76","76","1","CIP304366.46",10,0,15,20,65,65,65,70,95,2455,0.472115384615385,4.1
"77","77","1","CIP393382.44",10,0,5,15,30,40,65,85,95,2020,0.388461538461538,3.4
"78","78","1","CIP392637.10",10,0,0,5,5,5,25,35,60,735,0.141346153846154,1.2
"79","79","1","CIP398098.231",10,0,0,1,1,5,20,60,70,854,0.164230769230769,1.4
"80","80","1","CIP399075.32",10,0,0,0,0,0,2,10,25,171.5,0.0329807692307692,0.3
"81","81","1","CIP394613.139",10,0,70,80,90,95,95,98,100,4151,0.798269230769231,7
"82","82","1","CIP393085.5",10,0,0,0,1,5,15,45,60,672,0.129230769230769,1.1
"83","83","1","CIP392634.52",10,0,0,0,0,5,15,25,75,577.5,0.111057692307692,1
"84","84","1","CIP396034.268",10,0,70,70,85,85,85,90,95,3832.5,0.737019230769231,6.4
"85","85","1","CIP384321.3",10,0,0,0,0,0,10,20,40,350,0.0673076923076923,0.6
"86","86","1","CIP304345.102",10,0,50,70,85,90,100,100,100,3890,0.748076923076923,6.5
"87","87","1","CIP392025.7",10,0,30,55,80,85,95,100,100,3510,0.675,5.9
"88","88","1","CIP300093.14",10,10,95,100,100,100,100,100,100,4707.5,0.905288461538462,7.9
"89","89","1","CIP393385.47",10,0,0,40,50,60,85,100,100,2695,0.518269230769231,4.5
"90","90","1","CIP398190.404",10,0,0,0,0,0,1,10,35,199.5,0.0383653846153846,0.3
"91","91","1","CIP395112.6",10,0,1,15,30,35,50,60,70,1583.5,0.304519230769231,2.7
"92","92","1","CIP694474.33",10,0,20,35,50,60,70,95,100,2690,0.517307692307692,4.5
"93","93","1","CIP381381.13",10,0,20,25,40,50,60,90,95,2357.5,0.453365384615385,4
"94","94","1","CIP392740.4",10,70,95,100,100,100,100,100,100,5007.5,0.962980769230769,8.4
"95","95","1","CIP395109.29",10,0,0,0,0,5,15,55,70,770,0.148076923076923,1.3
"96","96","1","CIP396269.16",10,0,20,20,25,35,35,43,65,1503.5,0.289134615384615,2.5
"97","97","1","CIP396272.21",10,0,40,50,55,65,70,83,95,2933.5,0.564134615384615,4.9
"98","98","1","CIP396063.16",10,0,0,40,40,40,40,40,60,1610,0.309615384615385,2.7
"99","99","1","CIP395015.6",10,1,0,1,2,2,3,40,65,568.5,0.109326923076923,1
"100","100","1","CIP396046.105",10,0,0,15,20,20,25,25,50,910,0.175,1.5
"101","101","1","CIP399067.22",10,1,1,5,5,5,5,5,10,223.5,0.0429807692307692,0.4
"102","102","1","CIP397029.21",10,5,50,60,65,75,85,100,100,3495,0.672115384615385,5.9
"103","103","1","CIP391382.18",10,1,70,80,90,95,98,100,100,4191,0.805961538461539,7
"104","104","1","CIP301045.74",10,1,50,70,95,100,100,100,100,4035,0.775961538461538,6.8
"105","105","1","CIP397012.22",10,1,70,90,90,95,100,100,100,4275,0.822115384615385,7.2
"106","106","1","CIP396038.101",10,5,60,60,70,75,80,88,95,3478.5,0.668942307692308,5.8
"107","107","1","CIP379706.27",10,10,80,95,95,95,100,100,100,4475,0.860576923076923,7.5
"108","108","1","CIP398193.650",10,0,5,10,10,20,55,60,80,1407.5,0.270673076923077,2.4
"109","109","1","CIP302499.30",10,5,95,100,100,100,100,100,100,4682.5,0.900480769230769,7.9
"110","110","1","CIP398190.605",10,0,5,8,10,15,35,40,65,1026,0.197307692307692,1.7
"111","111","1","CIP301024.14",10,0,0,0,1,1,5,20,50,364,0.07,0.6
"112","112","1","CIP301037.85",10,1,10,10,10,15,20,25,50,825,0.158653846153846,1.4
"113","113","1","CIP304350.118",10,5,95,95,100,100,100,100,100,4647.5,0.89375,7.8
"114","114","1","CIP399049.22",10,1,10,30,25,2,2,2,10,552,0.106153846153846,0.9
"115","115","1","CIP394223.19",10,3,40,40,45,50,55,90,100,2665,0.5125,4.5
"116","116","1","CIP393220.54",10,1,1,1,2,50,80,90,100,1924.5,0.370096153846154,3.2
"117","117","1","CIP304350.78",10,0,0,0,0,0,3,15,55,318.5,0.06125,0.5
"118","118","1","CIP397039.51",10,20,95,100,100,100,100,100,100,4757.5,0.914903846153846,8
"119","119","1","CIP396273.48",10,2,15,15,20,20,25,35,60,1152.5,0.221634615384615,1.9
"120","120","1","CIP397030.31",10,3,5,5,5,5,15,50,75,880,0.169230769230769,1.5
"121","121","1","CIP304351.31",10,5,50,55,60,70,85,98,100,3376,0.649230769230769,5.7
"122","122","1","CIP394898.13",10,2,5,5,5,5,5,10,30,367.5,0.0706730769230769,0.6
"123","123","1","CIP396004.263",10,3,40,60,70,75,85,90,95,3347.5,0.64375,5.6
"124","124","1","CIP398208.58",10,4,40,45,55,70,90,98,100,3216,0.618461538461539,5.4
"125","125","1","CIP391724.1",10,7,90,100,100,100,100,100,100,4650,0.894230769230769,7.8
"126","126","1","CIP392822.3",10,8,95,100,100,100,100,100,100,4697.5,0.903365384615385,7.9
"127","127","1","CIP399085.23",10,1,1,5,2,2,2,2,2,111.5,0.0214423076923077,0.2
"128","128","1","CIP394906.6",10,1,0,0,0,0,1,3,10,68,0.0130769230769231,0.1
"129","129","1","CIP399078.11",10,0,0,5,15,20,25,25,45,787.5,0.151442307692308,1.3
"130","130","1","CIP399079.22",10,1,10,10,20,25,35,35,60,1175,0.225961538461538,2
"131","131","1","CIP394613.32",10,1,90,95,97,97,100,100,100,4543,0.873653846153846,7.6
"132","132","1","CIP393073.197",10,0,15,40,60,75,85,95,98,2955.5,0.568365384615385,5
"133","133","1","CIP396268.9",10,0,15,20,35,75,85,95,98,2640.5,0.507788461538462,4.4
"134","134","1","CIP300065.4",10,4,85,95,95,100,100,100,100,4522.5,0.869711538461538,7.6
"135","135","1","CIP391580.30",10,0,40,55,85,93,98,100,100,3707,0.712884615384615,6.2
"136","136","1","CIP300046.22",10,0,0,1,1,25,70,90,95,1641.5,0.315673076923077,2.8
"137","137","1","CIP800048",10,20,95,100,100,100,100,100,100,4757.5,0.914903846153846,8
"138","138","1","CIP391585.179",10,0,0,5,5,5,40,55,80,1050,0.201923076923077,1.8
"139","139","1","CIP304371.67",10,3,95,98,98,100,100,100,100,4644.5,0.893173076923077,7.8
"140","140","1","CIP389746.2",10,1,25,25,55,60,65,65,75,2370,0.455769230769231,4
"141","141","1","CIP391058.175",10,0,0,0,1,3,15,50,70,728,0.14,1.2
"142","142","1","CIP391931.1",10,3,95,95,95,95,98,100,100,4553.5,0.875673076923077,7.7
"143","143","1","CIP393248.55",10,0,0,0,0,3,55,78,85,1249.5,0.240288461538462,2.1
"144","144","1","CIP394895.7",10,0,1,5,15,25,70,88,98,1772.5,0.340865384615385,3
"145","145","1","CIP300072.1",10,10,90,100,100,100,100,100,100,4665,0.897115384615385,7.8
"146","146","1","CIP392617.54",10,0,0,1,2,5,30,60,75,948.5,0.182403846153846,1.6
"147","147","1","CIP393371.157",10,0,5,15,35,50,60,75,95,2020,0.388461538461538,3.4
"148","148","1","CIP391065.69",10,0,0,0,0,3,20,60,75,843.5,0.162211538461538,1.4
"149","149","1","CIP393280.82",10,0,0,0,0,0,2,5,30,154,0.0296153846153846,0.3
"150","150","1","CIP300135.3",10,1,95,95,100,100,100,100,100,4627.5,0.889903846153846,7.8
"151","151","1","CIP302498.70",10,10,95,95,100,100,100,100,100,4672.5,0.898557692307692,7.9
"152","152","1","CIP391930.1",10,15,75,75,85,88,90,100,100,4128.5,0.793942307692308,6.9
"153","153","1","CIP394579.36",10,50,95,100,100,100,100,100,100,4907.5,0.94375,8.3
"154","154","1","CIP395169.17",10,0,0,0,1,3,8,30,55,486.5,0.0935576923076923,0.8
"155","155","1","CIP399053.15",10,0,30,35,50,55,60,60,65,2302.5,0.442788461538462,3.9
"156","156","1","CIP301056.54",10,1,30,50,80,80,80,80,85,3147.5,0.605288461538461,5.3
"157","157","1","CIP395112.32",10,0,3,5,15,40,65,85,90,1810.5,0.348173076923077,3
"158","158","1","CIP393284.39",10,0,0,1,1,5,25,30,60,644,0.123846153846154,1.1
"159","159","1","CIP396018.241",10,0,8,10,25,60,70,85,90,2133,0.410192307692308,3.6
"160","160","1","CIP398208.505",10,0,0,3,10,30,80,95,100,1876,0.360769230769231,3.2
"161","161","1","CIP302476.108",10,1,85,95,97,100,100,100,100,4521.5,0.869519230769231,7.6
"162","162","1","CIP304394.56",10,10,100,100,100,100,100,100,100,4750,0.913461538461538,8
"163","163","1","CIP393227.66",10,0,0,3,3,3,3,5,25,206.5,0.0397115384615385,0.3
"164","164","1","CIP392745.7",10,1,80,90,85,88,95,100,100,4241,0.815576923076923,7.1
"165","165","1","CIP392657.8",10,0,0,0,0,5,35,55,65,892.5,0.171634615384615,1.5
"166","166","1","CIP395196.4",10,5,15,15,15,15,15,25,40,887.5,0.170673076923077,1.5
"167","167","1","CIP393079.4",10,0,1,3,2,2,2,8,15,180,0.0346153846153846,0.3
"168","168","1","CIP395017.242",10,0,0,0,0,0,0,5,25,122.5,0.0235576923076923,0.2
"169","169","1","Yunshu902",10,1,80,90,95,100,100,100,100,4430,0.851923076923077,7.4
"170","170","1","CIP393079.24",10,0,0,1,1,1,1,2,25,129.5,0.0249038461538462,0.2
"171","171","1","CIP392285.72",10,0,1,5,5,5,5,10,30,323.5,0.0622115384615385,0.5
"172","172","1","CIP397078.12",10,2,90,95,97,100,100,100,100,4569,0.878653846153846,7.7
"173","173","1","CIP389468.3",10,1,70,75,85,95,100,100,100,4135,0.795192307692308,7
"174","174","1","CIP398190.523",10,1,20,20,40,40,40,50,70,1750,0.336538461538462,2.9
"175","175","1","CIP395109.34",10,0,0,0,1,1,3,15,60,350,0.0673076923076923,0.6
"176","176","1","CIP396240.2",10,0,45,50,55,55,60,65,75,2640,0.507692307692308,4.4
"177","177","1","CIP392781.1",10,0,0,1,1,1,5,15,50,336,0.0646153846153846,0.6
"178","178","1","CIP398190.530",10,1,1,1,1,1,3,3,15,129,0.0248076923076923,0.2
"179","179","1","CIP390478.9",10,30,90,90,97,100,100,100,100,4674,0.898846153846154,7.9
"180","180","1","CIP301026.23",10,2,65,65,70,75,85,100,100,3677.5,0.707211538461539,6.2
"181","181","1","CIP391533.1",10,0,5,8,35,70,88,100,100,2499.5,0.480673076923077,4.2
"182","182","1","CIP377744.1",10,1,20,30,30,60,60,60,70,2100,0.403846153846154,3.5
"183","183","1","CIP393280.57",10,0,0,0,1,5,15,30,60,567,0.109038461538462,1
"184","184","1","CIP395112.36",10,0,1,5,10,20,65,90,100,1688.5,0.324711538461538,2.8
"185","185","1","CIP388972.22",10,15,90,100,100,100,100,100,100,4690,0.901923076923077,7.9
"186","186","1","CIP393075.54",10,2,40,45,50,60,65,75,95,2747.5,0.528365384615385,4.6
"187","187","1","CIP304347.6",10,2,40,40,40,40,50,85,100,2485,0.477884615384615,4.2
"188","188","1","CIP395077.12",10,0,0,0,3,5,30,70,95,1088.5,0.209326923076923,1.8
"189","189","1","CIP397099.6",10,2,90,90,90,95,100,100,100,4450,0.855769230769231,7.5
"190","190","1","CIP396244.12",10,0,0,5,10,10,20,30,55,717.5,0.137980769230769,1.2
"191","191","1","CIP302428.20",10,2,98,100,100,100,100,100,100,4693,0.9025,7.9
"192","192","1","CIP304350.100",10,8,98,100,100,100,100,100,100,4723,0.908269230769231,7.9
"193","193","1","CIP393371.164",10,0,1,1,1,1,1,1,10,78.5,0.0150961538461538,0.1
"194","194","1","CIP391180.6",10,2,80,85,90,100,100,100,100,4365,0.839423076923077,7.3
"195","195","1","CIP395017.227",10,1,75,85,90,90,90,100,100,4177.5,0.803365384615385,7
"196","196","1","CIP391919.3",10,0,0,1,1,1,1,1,5,52.5,0.0100961538461538,0.1
"197","197","1","CIP398098.119",10,0,0,0,0,0,1,3,15,80.5,0.0154807692307692,0.1
"198","198","1","CIP301029.18",10,0,0,0,0,0,0,1,5,24.5,0.00471153846153846,0
"199","199","1","CIP396031.119",10,0,30,20,35,35,65,80,95,2232.5,0.429326923076923,3.8
"200","200","1","CIP396027.205",10,1,20,20,20,20,20,30,60,1155,0.222115384615385,1.9
"201","201","1","CIP388615.22",10,8,90,95,100,100,100,100,100,4620,0.888461538461538,7.8
"202","202","1","CIP395432.51",10,8,90,95,95,95,100,100,100,4550,0.875,7.7
"203","203","1","CIP304406.31",10,0,0,1,1,3,20,60,75,857.5,0.164903846153846,1.4
"204","204","1","CIP396033.102",10,0,1,1,1,1,10,15,40,344.5,0.06625,0.6
"205","205","1","CIP395186.6",10,2,80,90,95,100,100,100,100,4435,0.852884615384615,7.5
"206","206","1","CIP396034.103",10,1,5,5,5,5,15,20,60,607.5,0.116826923076923,1
"207","207","1","CIP300056.33",10,1,20,35,55,60,70,92,100,2709,0.520961538461538,4.6
"208","208","1","CIP396012.266",10,0,1,1,2,2,5,20,45,376,0.0723076923076923,0.6
"209","209","1","CIP399001.44",10,0,3,5,15,20,30,30,35,848,0.163076923076923,1.4
"210","210","1","CIP398180.253",10,0,1,1,5,15,48,65,80,1226.5,0.235865384615385,2.1
"211","211","1","CIP397098.12",10,1,45,60,70,83,85,98,100,3509.5,0.674903846153846,5.9
"212","212","1","CIP395197.5",10,1,60,70,75,90,98,100,100,3896,0.749230769230769,6.6
"213","213","1","CIP381379.12",10,0,3,5,15,55,80,90,95,2073,0.398653846153846,3.5
"214","214","1","CIP396009.240",10,0,1,1,2,55,70,80,85,1762,0.338846153846154,3
"215","215","1","CIP397196.8",10,0,65,80,95,100,100,100,100,4227.5,0.812980769230769,7.1
"216","216","1","CIP397073.15",10,0,70,80,95,100,100,100,100,4270,0.821153846153846,7.2
"217","217","1","CIP397016.7",10,1,90,98,100,100,100,100,100,4606,0.885769230769231,7.7
"218","218","1","CIP395193.6",10,1,50,75,80,85,95,100,100,3825,0.735576923076923,6.4
"219","219","1","CIP301041.26",10,0,20,20,50,50,55,90,100,2375,0.456730769230769,4
"220","220","1","CIP301040.63",10,1,25,25,30,30,35,45,60,1582.5,0.304326923076923,2.7
"221","221","1","CIP399075.7",10,0,1,2,2,2,2,2,5,96,0.0184615384615385,0.2
"222","222","1","CIP398193.553",10,2,40,40,55,60,70,88,100,2891,0.555961538461539,4.9
"223","223","1","CIP399067.14",10,2,20,20,20,2,2,2,2,509,0.0978846153846154,0.9
"224","224","1","CIP398192.41",10,2,30,40,45,65,90,100,100,2995,0.575961538461538,5
"225","225","1","CIP395438.1",10,1,60,60,65,75,85,100,100,3560,0.684615384615385,6
"226","226","1","CIP393077.54",10,1,5,2,0,0,3,3,20,173.5,0.0333653846153846,0.3
"227","227","1","CIP394034.7",10,0,10,10,10,100,100,100,100,2675,0.514423076923077,4.5
"228","228","1","CIP392633.64",10,2,80,85,90,95,100,100,100,4330,0.832692307692308,7.3
"229","229","1","CIP304405.47",10,1,40,40,40,40,50,80,100,2445,0.470192307692308,4.1
"230","230","1","CIP392639.34",10,1,30,30,40,40,45,55,90,2045,0.393269230769231,3.4
