"","PLOT","REP","INSTN","NTP","LB1","LB2","LB3","LB4","LB5","LB6","LB7","LB8","AUDPC","rAUDPC","SAUDPC"
"231","231","1","CIP301023.15",10,0,1,1,3,25,70,88,95,1650,0.317307692307692,2.8
"232","232","1","CIP800923",10,5,100,98,98,100,100,100,100,4697,0.903269230769231,7.9
"233","233","1","CIP396008.104",10,0,30,40,45,55,70,80,100,2635,0.506730769230769,4.4
"234","234","1","CIP397197.9",10,2,85,90,95,100,100,100,100,4477.5,0.861057692307692,7.5
"235","235","1","CIP397100.9",10,0,50,90,97,100,100,100,100,4184,0.804615384615385,7
"236","236","1","CIP392973.48",10,1,40,90,95,100,100,100,100,4090,0.786538461538462,6.9
"237","237","1","CIP398098.205",10,0,0,0,1,5,20,38,50,623,0.119807692307692,1
"238","238","1","CIP396026.103",10,0,10,10,10,30,70,80,90,1800,0.346153846153846,3
"239","239","1","CIP388611.22",10,0,5,20,55,65,85,95,98,2625.5,0.504903846153846,4.4
"240","240","1","CIP396272.18",10,1,10,10,25,55,80,95,98,2288,0.44,3.8
"241","241","1","CIP397039.53",10,1,80,80,85,95,100,100,100,4255,0.818269230769231,7.2
"242","242","1","CIP300063.9",10,1,70,80,80,90,100,100,100,4100,0.788461538461538,6.9
"243","243","1","CIP398208.704",10,0,0,3,3,5,40,70,75,1109.5,0.213365384615385,1.9
"244","244","1","CIP396031.108",10,1,1,0,3,5,30,35,70,769.5,0.147980769230769,1.3
"245","245","1","CIP304387.92",10,20,98,100,100,100,100,100,100,4783,0.919807692307692,8
"246","246","1","CIP397036.7",10,1,80,85,90,98,100,100,100,4346,0.835769230769231,7.3
"247","247","1","CIP800959",10,1,60,90,97,100,100,100,100,4274,0.821923076923077,7.2
"248","248","1","CIP303381.106",10,1,30,60,65,70,100,100,100,3375,0.649038461538462,5.7
"249","249","1","CIP397069.5",10,0,40,40,45,45,50,70,95,2422.5,0.465865384615385,4.1
"250","250","1","CIP388676.1",10,1,50,70,90,100,100,100,100,4000,0.769230769230769,6.7
"251","251","1","CIP396043.226",10,0,0,2,2,2,2,2,20,140,0.0269230769230769,0.2
"252","252","1","CIP397196.3",10,0,5,1,1,1,5,20,55,431,0.0828846153846154,0.7
"253","253","1","CIP399073.23",10,0,0,0,1,1,1,3,15,94.5,0.0181730769230769,0.2
"254","254","1","CIP398180.289",10,0,0,0,0,0,8,30,60,476,0.0915384615384615,0.8
"255","255","1","CIP393339.242",10,0,0,0,0,0,1,1,30,119,0.0228846153846154,0.2
"256","256","1","CIP398208.670",10,0,0,0,2,2,5,10,45,290.5,0.0558653846153846,0.5
"257","257","1","CIP398208.29",10,1,40,40,40,40,45,70,85,2287.5,0.439903846153846,3.8
"258","258","1","CIP304383.80",10,8,98,100,100,100,100,100,100,4723,0.908269230769231,7.9
"259","259","1","CIP396241.4",10,2,35,40,60,62,70,100,100,2981.5,0.573365384615385,5
"260","260","1","CIP392797.22",10,1,35,35,40,50,85,98,100,2808.5,0.540096153846154,4.7
"261","261","1","CIP381403.16",10,0,25,25,25,30,80,95,98,2340.5,0.450096153846154,3.9
"262","262","1","CIP398190.735",10,1,0,10,15,20,45,45,70,1195,0.229807692307692,2
"263","263","1","CIP398190.571",10,0,0,5,10,30,50,80,95,1557.5,0.299519230769231,2.6
"264","264","1","CIP397044.25",10,1,85,90,99,100,100,100,100,4500.5,0.865480769230769,7.6
"265","265","1","CIP398203.509",10,0,1,8,30,65,85,100,100,2374.5,0.456634615384615,4
"266","266","1","CIP304371.58",10,1,75,90,95,100,100,100,100,4387.5,0.84375,7.4
"267","267","1","Yunshu103",10,0,1,2,5,70,75,90,95,2035,0.391346153846154,3.4
"268","268","1","CIP393617.1",10,0,2,2,5,45,70,85,95,1798.5,0.345865384615385,3
"269","269","1","CIP396026.101",10,0,1,1,3,10,40,40,60,876.5,0.168557692307692,1.5
"270","270","1","CIP300063.4",10,1,40,45,45,85,90,100,100,3250,0.625,5.5
"271","271","1","CIP304383.41",10,3,90,95,99,100,100,100,100,4588,0.882307692307692,7.7
"272","272","1","CIP395195.7",10,1,10,10,10,20,50,80,100,1630,0.313461538461538,2.7
"273","273","1","CIP393371.159",10,0,5,10,25,28,40,45,70,1323.5,0.254519230769231,2.2
"274","274","1","CIP399004.19",10,0,1,2,2,2,3,5,35,229,0.0440384615384615,0.4
"275","275","1","CIP398014.2",10,2,3,5,15,35,60,90,100,1820.5,0.350096153846154,3.1
"276","276","1","CIP300099.22",10,0,0,1,10,15,35,50,70,1022,0.196538461538462,1.7
"277","277","1","CIP396269.14",10,1,20,20,25,30,35,60,85,1662.5,0.319711538461538,2.8
"278","278","1","CIP394034.65",10,0,15,15,20,20,30,60,85,1440,0.276923076923077,2.4
"279","279","1","CIP393371.58",10,0,1,0,2,2,3,5,40,232.5,0.0447115384615385,0.4
"280","280","1","CIP381178.14",10,0,20,25,45,55,60,65,85,2217.5,0.426442307692308,3.7
"281","281","1","CIP397035.26",10,1,70,75,75,80,95,100,100,3925,0.754807692307692,6.6
"282","282","1","CIP398192.213",10,0,5,10,20,22,35,55,80,1316.5,0.253173076923077,2.2
"283","283","1","CIP391046.14",10,1,45,60,70,85,95,100,100,3607.5,0.69375,6.1
"284","284","1","CIP304399.5",10,1,70,75,90,100,100,100,100,4205,0.808653846153846,7.1
"285","285","1","CIP397060.19",10,1,45,80,90,95,100,100,100,3992.5,0.767788461538462,6.7
"286","286","1","CIP395434.1",10,1,20,20,30,30,40,60,80,1715,0.329807692307692,2.9
"287","287","1","CIP396268.1",10,1,45,50,55,60,70,78,90,2893.5,0.556442307692308,4.9
"288","288","1","CIP398190.112",10,1,8,8,8,10,20,20,50,710,0.136538461538462,1.2
"289","289","1","CIP394881.8",10,2,90,100,100,100,100,100,100,4625,0.889423076923077,7.8
"290","290","1","CIP391585.5",10,0,1,10,10,20,60,75,90,1548.5,0.297788461538462,2.6
"291","291","1","CIP304351.109",10,1,8,30,55,78,90,100,100,2894,0.556538461538462,4.9
"292","292","1","CIP396240.23",10,0,1,1,0,0,30,35,55,663,0.1275,1.1
"293","293","1","CIP304387.17",10,1,90,95,97,100,100,100,100,4564,0.877692307692308,7.7
"294","294","1","CIP392032.2",10,0,70,80,95,97,100,100,100,4249,0.817115384615385,7.1
"295","295","1","CIP392759.1",10,0,30,60,65,75,90,100,100,3335,0.641346153846154,5.6
"296","296","1","CIP393228.67",10,0,1,5,5,5,20,35,60,708.5,0.13625,1.2
"297","297","1","CIP394614.117",10,1,20,25,30,30,45,50,85,1732.5,0.333173076923077,2.9
"298","298","1","CIP396272.37",10,0,0,0,0,1,5,8,30,203,0.0390384615384615,0.3
"299","299","1","CIP396038.105",10,0,5,3,2,2,5,8,40,322.5,0.0620192307692308,0.5
"300","300","1","CIP304350.18",10,0,60,70,70,70,70,70,80,3240,0.623076923076923,5.4
"301","301","1","CIP393073.179",10,0,20,20,20,3,3,3,20,583,0.112115384615385,1
"302","302","1","CIP303381.30",10,0,0,0,0,3,10,20,65,458.5,0.0881730769230769,0.8
"303","303","1","CIP393084.31",10,0,1,1,1,5,20,45,65,740,0.142307692307692,1.2
"304","304","1","CIP396038.107",10,0,8,10,25,40,60,65,75,1730.5,0.332788461538462,2.9
"305","305","1","CIP392657.171",10,0,0,0,0,1,5,10,20,182,0.035,0.3
"306","306","1","CIP398190.615",10,0,0,0,2,2,5,10,25,220.5,0.0424038461538462,0.4
"307","307","2","CIP398190.530",10,0,1,2,2,10,35,60,70,1016.5,0.195480769230769,1.8
"308","308","2","CIP396043.226",10,0,1,0,0,5,60,80,90,1338.5,0.257403846153846,2.4
"309","309","2","CIP393073.179",10,0,1,1,10,60,60,65,90,1695.5,0.326057692307692,3
"310","310","2","CIP394904.20",10,0,0,0,2,5,15,20,50,469,0.0901923076923077,0.8
"311","311","2","CIP800923",10,1,60,100,100,100,100,100,100,4365,0.839423076923077,7.8
"312","312","2","CIP396009.240",10,0,0,0,0,5,15,20,45,437.5,0.0841346153846154,0.8
"313","313","2","CIP398208.219",10,1,30,40,55,70,92,99,100,3102,0.596538461538462,5.5
"314","314","2","CIP393385.39",10,0,0,0,0,1,25,45,65,724.5,0.139326923076923,1.3
"315","315","2","CIP395195.7",10,0,15,10,20,55,80,98,100,2318.5,0.445865384615385,4.1
"316","316","2","CIP391919.3",10,0,0,0,0,1,5,10,30,217,0.0417307692307692,0.4
"317","317","2","CIP396272.21",10,0,30,45,55,90,93,100,100,3286,0.631923076923077,5.9
"318","318","2","CIP397079.6",10,0,60,80,90,97,100,100,100,4129,0.794038461538462,7.4
"319","319","2","CIP399004.19",10,1,15,20,25,45,80,80,85,2180,0.419230769230769,3.9
"320","320","2","CIP394223.19",10,1,20,20,25,60,90,100,100,2590,0.498076923076923,4.6
"321","321","2","CIP392637.10",10,0,5,5,20,30,87,90,90,1981.5,0.381057692307692,3.5
"322","322","2","CIP393079.24",10,0,0,0,0,1,5,5,10,112,0.0215384615384615,0.2
"323","323","2","CIP392822.3",10,2,90,100,100,100,100,100,100,4625,0.889423076923077,8.3
"324","324","2","CIP396063.16",10,1,15,15,15,25,80,80,90,1952.5,0.375480769230769,3.5
"325","325","2","CIP385499.11",10,1,50,90,99,100,100,100,100,4203,0.808269230769231,7.5
"326","326","2","CIP304387.92",10,1,100,100,100,100,100,100,100,4705,0.904807692307692,8.4
"327","327","2","CIP397100.9",10,1,90,100,100,100,100,100,100,4620,0.888461538461538,8.3
"328","328","2","CIP397073.15",10,1,40,85,95,100,100,100,100,4055,0.779807692307692,7.2
"329","329","2","CIP397030.31",10,1,15,20,20,45,55,85,95,2040,0.392307692307692,3.6
"330","330","2","CIP396034.268",10,1,15,60,65,75,85,93,95,3111,0.598269230769231,5.6
"331","331","2","CIP393613.2",10,1,30,60,70,97,100,100,100,3599,0.692115384615385,6.4
"332","332","2","CIP396241.4",10,0,10,20,40,85,95,100,100,2815,0.541346153846154,5
"333","333","2","CIP397006.18",10,1,30,60,65,70,80,90,90,3130,0.601923076923077,5.6
"334","334","2","CIP398098.119",10,0,0,10,10,10,20,60,55,962.5,0.185096153846154,1.7
"335","335","2","CIP395112.36",10,0,0,8,10,20,55,92,95,1627.5,0.312980769230769,2.9
"336","336","2","CIP302498.70",10,1,50,95,95,100,100,100,100,4210,0.809615384615385,7.5
"337","337","2","CIP392634.49",10,0,0,0,0,2,15,15,20,294,0.0565384615384615,0.5
"338","338","2","CIP393227.66",10,0,0,0,0,0,5,5,10,105,0.0201923076923077,0.2
"339","339","2","CIP398192.213",10,1,5,20,25,45,60,65,85,1850,0.355769230769231,3.3
"340","340","2","CIP398190.605",10,1,20,20,20,25,50,50,80,1610,0.309615384615385,2.9
"341","341","2","CIP379706.27",10,1,40,80,80,98,100,100,100,3901,0.750192307692308,7
"342","342","2","CIP392657.171",10,0,0,0,1,3,5,5,15,150.5,0.0289423076923077,0.3
"343","343","2","CIP395112.32",10,0,5,5,5,20,65,80,95,1600,0.307692307692308,2.9
"344","344","2","CIP390637.1",10,0,30,70,80,90,100,100,100,3685,0.708653846153846,6.6
"345","345","2","CIP300093.14",10,35,100,100,100,100,100,100,100,4875,0.9375,8.7
"346","346","2","CIP393073.197",10,2,10,10,15,40,55,85,90,1845,0.354807692307692,3.3
"347","347","2","CIP300135.3",10,0,70,95,100,100,100,100,100,4410,0.848076923076923,7.9
"348","348","2","CIP397036.7",10,3,80,90,95,100,100,100,100,4440,0.853846153846154,7.9
"349","349","2","CIP395096.2",10,0,0,0,0,0,0,0,0,0,0,0
"350","350","2","CIP377744.1",10,1,10,10,15,15,15,15,20,650,0.125,1.2
"351","351","2","CIP396268.1",10,1,15,50,60,70,85,90,95,2950,0.567307692307692,5.3
"352","352","2","CIP301029.18",10,0,0,0,0,0,3,3,5,59.5,0.0114423076923077,0.1
"353","353","2","CIP399085.30",10,1,0,2,2,3,5,7,10,173,0.0332692307692308,0.3
"354","354","2","CIP396004.225",10,1,5,10,10,40,75,85,90,1902.5,0.365865384615385,3.4
"355","355","2","CIP397016.7",10,2,80,95,100,100,100,100,100,4505,0.866346153846154,8
"356","356","2","CIP394613.139",10,1,20,60,60,70,90,100,100,3185,0.6125,5.7
"357","357","2","CIP396008.104",10,0,2,45,50,60,90,98,92,2740,0.526923076923077,4.9
"358","358","2","CIP392285.72",10,0,0,3,3,15,87,92,92,1722,0.331153846153846,3.1
"359","359","2","CIP300056.33",10,0,15,50,80,90,100,100,100,3417.5,0.657211538461538,6.1
"360","360","2","CIP397079.26",10,0,10,10,20,60,75,95,100,2255,0.433653846153846,4
"361","361","2","CIP397196.3",10,0,1,0,1,10,55,90,97,1440,0.276923076923077,2.6
"362","362","2","CIP398098.205",10,0,0,0,1,5,30,60,65,899.5,0.172980769230769,1.6
"363","363","2","CIP392657.8",10,0,0,1,5,25,60,80,92,1519,0.292115384615385,2.7
"364","364","2","CIP392617.54",10,0,0,0,0,5,45,65,90,1120,0.215384615384615,2
"365","365","2","CIP392025.7",10,0,5,15,45,85,95,100,100,2772.5,0.533173076923077,5
"366","366","2","CIP396180.22",10,1,10,10,25,40,55,80,80,1840,0.353846153846154,3.3
"367","367","2","CIP393084.31",10,2,5,8,20,35,45,55,60,1403.5,0.269903846153846,2.5
"368","368","2","CIP397012.22",10,3,30,35,55,90,100,100,100,3280,0.630769230769231,5.9
"369","369","2","CIP399053.11",10,1,1,1,1,2,10,10,30,286.5,0.0550961538461538,0.5
"370","370","2","CIP398208.33",10,2,30,50,55,70,93,100,100,3191,0.613653846153846,5.7
"371","371","2","CIP397035.26",10,2,60,80,85,90,100,100,100,4055,0.779807692307692,7.2
"372","372","2","CIP304383.41",10,10,70,100,100,100,100,100,100,4495,0.864423076923077,8
"373","373","2","CIP391011.17",10,0,0,0,0,2,5,5,10,119,0.0228846153846154,0.2
"374","374","2","CIP300065.4",10,1,20,45,55,70,95,100,100,3080,0.592307692307692,5.5
"375","375","2","CIP396023.109",10,0,0,0,0,0,10,10,45,297.5,0.0572115384615385,0.5
"376","376","2","CIP398208.505",10,0,0,1,1,5,65,90,95,1466.5,0.282019230769231,2.6
"377","377","2","CIP304350.95",10,0,0,0,0,0,0,0,0,0,0,0
"378","378","2","CIP394899.5",10,0,0,1,2,5,60,65,90,1246,0.239615384615385,2.2
"379","379","2","CIP393280.82",10,0,0,0,0,10,40,60,80,1050,0.201923076923077,1.9
"380","380","2","CIP396063.1",10,0,0,1,1,10,55,65,90,1239,0.238269230769231,2.2
"381","381","2","CIP392759.1",10,10,40,70,75,90,90,100,100,3715,0.714423076923077,6.6
"382","382","2","CIP396026.101",10,0,0,10,15,25,45,55,85,1347.5,0.259134615384615,2.4
"383","383","2","CIP396046.105",10,1,10,20,25,50,80,90,95,2277.5,0.437980769230769,4.1
"384","384","2","CIP397055.2",10,5,60,90,95,100,100,100,100,4280,0.823076923076923,7.6
"385","385","2","CIP396027.205",10,0,70,70,70,90,100,100,100,3955,0.760576923076923,7.1
"386","386","2","CIP391724.1",10,2,80,85,85,85,90,90,100,4085,0.785576923076923,7.3
"387","387","2","CIP304399.5",10,1,30,60,70,95,100,100,100,3585,0.689423076923077,6.4
"388","388","2","CIP391533.1",10,0,30,50,65,90,95,95,97,3359.5,0.646057692307692,6
"389","389","2","CIP396038.101",10,1,20,45,55,90,95,100,100,3220,0.619230769230769,5.8
"390","390","2","CIP396272.18",10,1,10,40,50,85,95,100,100,3030,0.582692307692308,5.4
"391","391","2","CIP398193.553",10,1,5,30,35,85,95,99,95,2788,0.536153846153846,5
"392","392","2","CIP395017.229",10,0,0,0,0,1,20,30,75,619.5,0.119134615384615,1.1
"393","393","2","CIP398190.404",10,0,0,0,0,1,30,50,90,882,0.169615384615385,1.6
"394","394","2","CIP393248.55",10,0,0,1,1,10,65,80,80,1379,0.265192307692308,2.5
"395","395","2","CIP395077.12",10,0,0,0,0,1,15,20,65,479.5,0.0922115384615385,0.9
"396","396","2","CIP395111.13",10,0,0,0,0,0,5,5,35,192.5,0.0370192307692308,0.3
"397","397","2","CIP396269.14",10,1,20,35,45,60,75,85,90,2590,0.498076923076923,4.6
"398","398","2","CIP392633.64",10,5,35,70,75,95,100,100,100,3752.5,0.721634615384615,6.7
"399","399","2","CIP393228.67",10,0,0,0,2,10,20,25,55,591.5,0.11375,1.1
"400","400","2","CIP391580.30",10,1,15,25,25,55,85,90,95,2425,0.466346153846154,4.3
"401","401","2","CIP301056.54",10,0,5,20,20,50,80,90,92,2184.5,0.420096153846154,3.9
"402","402","2","CIP301037.85",10,0,10,15,15,40,50,60,70,1590,0.305769230769231,2.8
"403","403","2","CIP304371.58",10,1,20,50,70,90,100,100,100,3395,0.652884615384615,6.1
"404","404","2","CIP399075.7",10,0,0,0,0,3,15,15,30,336,0.0646153846153846,0.6
"405","405","2","CIP399072.28",10,0,0,5,5,10,15,15,20,420,0.0807692307692308,0.8
"406","406","2","CIP398098.203",10,0,0,0,0,1,3,5,45,220.5,0.0424038461538462,0.4
"407","407","2","CIP393349.68",10,0,0,0,0,3,15,40,75,668.5,0.128557692307692,1.2
"408","408","2","CIP393339.242",10,0,0,0,0,3,25,50,75,808.5,0.155480769230769,1.4
"409","409","2","CIP395109.34",10,0,0,5,10,35,50,80,85,1557.5,0.299519230769231,2.8
"410","410","2","CIP395432.51",10,1,20,60,70,87,95,100,100,3409,0.655576923076923,6.1
"411","411","2","CIP395196.4",10,5,10,20,20,55,90,95,99,2416.5,0.464711538461538,4.3
"412","412","2","CIP396272.37",10,0,0,1,2,10,30,35,45,703.5,0.135288461538462,1.3
"413","413","2","CIP399001.44",10,1,0,0,1,10,15,35,45,589.5,0.113365384615385,1.1
"414","414","2","CIP398208.58",10,1,15,50,60,85,98,100,100,3233.5,0.621826923076923,5.8
"415","415","2","CIP399083.4",10,0,5,20,20,60,75,85,98,2205.5,0.424134615384615,3.9
"416","416","2","CIP391065.81",10,0,0,5,5,15,55,80,87,1424.5,0.273942307692308,2.5
"417","417","2","CIP398190.571",10,0,0,0,0,5,45,65,85,1102.5,0.212019230769231,2
"418","418","2","CIP398192.41",10,0,5,45,50,70,95,100,100,2912.5,0.560096153846154,5.2
"419","419","2","CIP300072.1",10,0,0,0,0,0,0,0,0,0,0,0
"420","420","2","CIP397067.2",10,10,100,100,100,100,100,100,100,4750,0.913461538461538,8.5
"421","421","2","CIP395015.6",10,0,0,1,2,5,55,80,100,1351,0.259807692307692,2.4
"422","422","2","CIP398098.65",10,0,5,30,35,65,80,80,90,2387.5,0.459134615384615,4.3
"423","423","2","CIP388676.1",10,0,30,70,70,90,100,100,100,3615,0.695192307692308,6.5
"424","424","2","CIP394881.8",10,30,95,100,100,100,100,100,100,4807.5,0.924519230769231,8.6
"425","425","2","CIP391382.18",10,5,25,65,70,90,100,100,100,3562.5,0.685096153846154,6.4
"426","426","2","CIP304347.6",10,0,5,0,1,2,5,10,45,326,0.0626923076923077,0.6
"427","427","2","CIP304351.31",10,1,5,15,20,60,90,100,100,2392.5,0.460096153846154,4.3
"428","428","2","CIP304394.56",10,2,95,100,100,100,100,100,100,4667.5,0.897596153846154,8.3
"429","429","2","CIP391065.69",10,0,0,0,0,2,40,70,85,1081.5,0.207980769230769,1.9
"430","430","2","CIP396026.103",10,0,1,5,5,5,5,5,7,208,0.04,0.4
"431","431","2","CIP393085.5",10,0,0,0,0,0,3,5,7,80.5,0.0154807692307692,0.1
"432","432","2","CIP396031.119",10,0,5,5,5,15,60,90,95,1600,0.307692307692308,2.9
"433","433","2","CIP304350.78",10,0,0,0,0,1,10,15,55,374.5,0.0720192307692308,0.7
"434","434","2","CIP395011.2",10,0,0,0,1,10,30,60,80,987,0.189807692307692,1.8
"435","435","2","CIP391583.25",10,0,0,0,0,1,30,50,65,794.5,0.152788461538462,1.4
"436","436","2","CIP396031.108",10,0,2,2,5,10,55,80,92,1403,0.269807692307692,2.5
"437","437","2","CIP398180.144",10,0,1,3,7,50,85,95,99,2035,0.391346153846154,3.6
"438","438","2","CIP396038.107",10,0,15,30,55,70,90,95,97,2847,0.5475,5.1
"439","439","2","CIP304383.80",10,1,80,100,100,100,100,100,100,4535,0.872115384615385,8.1
"440","440","2","CIP394034.65",10,0,30,30,30,40,80,99,100,2558,0.491923076923077,4.6
"441","441","2","CIP395193.6",10,1,15,55,70,95,100,100,100,3422.5,0.658173076923077,6.1
"442","442","2","CIP394900.1",10,0,55,60,85,97,100,100,100,3911.5,0.752211538461538,7
"443","443","2","CIP381379.12",10,0,0,0,3,10,60,85,93,1431.5,0.275288461538462,2.6
"444","444","2","CIP398190.112",10,1,0,0,0,15,45,75,88,1258,0.241923076923077,2.2
"445","445","2","CIP397044.25",10,1,50,90,100,100,100,100,100,4210,0.809615384615385,7.5
"446","446","2","CIP800959",10,0,70,95,97,100,100,100,100,4389,0.844038461538462,7.8
"447","447","2","CIP300054.29",10,1,60,95,99,100,100,100,100,4323,0.831346153846154,7.7
"448","448","2","CIP393284.39",10,0,0,2,2,5,15,25,50,518,0.0996153846153846,0.9
"449","449","2","CIP391930.1",10,0,10,25,55,70,95,100,100,2850,0.548076923076923,5.1
"450","450","2","CIP395109.29",10,0,0,0,2,5,50,55,75,1046.5,0.20125,1.9
"451","451","2","CIP395123.6",10,0,0,0,0,0,10,15,25,262.5,0.0504807692307692,0.5
"452","452","2","CIP389468.3",10,1,15,25,60,90,100,100,100,3107.5,0.597596153846154,5.6
"453","453","2","CIP393220.54",10,0,0,0,10,75,98,100,100,2331,0.448269230769231,4.2
"454","454","2","CIP304405.47",10,0,5,20,40,55,90,98,100,2513.5,0.483365384615385,4.5
"455","455","2","CIP392634.52",10,0,0,0,0,3,20,20,50,476,0.0915384615384615,0.9
"456","456","2","CIP304406.31",10,0,45,60,60,65,70,65,90,2937.5,0.564903846153846,5.2
"457","457","2","CIP393615.6",10,2,25,35,50,70,85,90,95,2865,0.550961538461539,5.1
"458","458","2","CIP303381.30",10,1,0,0,1,3,15,20,55,470.5,0.0904807692307692,0.8
"459","459","2","CIP399079.22",10,0,0,2,20,20,65,70,90,1554,0.298846153846154,2.8
